Operator,Opref,Sitengr,Antennaht,Transtype,Freqband,Powerdbw,Maxpwrdbw,Maxpwrdbm,Sitelat,Sitelng
Orange,GLN0233,TQ5417091100,29,GSM,1800,28.4,32,,51.597144,0.226138
Orange,GLN0233,TQ5417091100,29,UMTS,2100,27.8,,65,51.597144,0.226138
Orange,GLN0234,TQ1954077260,17,GSM,1800,28.4,32,,51.481161,-0.278324
Orange,GLN0234,TQ1954077260,17,UMTS,2100,26.3,,65,51.481161,-0.278324
Orange,GLN0235,TQ3540062960,27,GSM,1800,28.2,32,,51.349066,-0.055496
Orange,GLN0235,TQ3540062960,27,UMTS,2100,26.9,,65,51.349066,-0.055496
Orange,GLN0236,TQ2093086400,23,GSM,1800,30,32,,51.563019,-0.255177
Orange,GLN0236,TQ2093086400,23,UMTS,2100,27.8,,65,51.563019,-0.255177
Orange,GLN0237,TQ4170079400,41,GSM,1800,27.6,32,,51.495275,0.041494
Orange,GLN0237,TQ4170079400,41,UMTS,2100,25.8,,65,51.495275,0.041494
Orange,GLN0238,TQ2860071050,33,GSM,1800,31.6,32,,51.423359,-0.150166
Orange,GLN0238,TQ2860071050,33,UMTS,2100,30.6,,65,51.423359,-0.150166
Orange,GLN0239,TQ3211062370,27.1,GSM,1800,29.7,32,,51.344538,-0.102935
Orange,GLN0239,TQ3211062370,27.1,UMTS,2100,30,,65,51.344538,-0.102935
Orange,GLN0242,TQ3368066300,15,GSM,1800,30.7,32,,51.379492,-0.078927
Orange,GLN0242,TQ3368066300,15,UMTS,2100,29.2,,65,51.379492,-0.078927
Orange,GLN0243,TQ2521080980,14.7,GSM,1800,26.5,32,,51.51337,-0.195384
Orange,GLN0243,TQ2521080980,14.7,UMTS,2100,28.9,,65,51.51337,-0.195384
Orange,GLN0245,TQ1799078000,23,GSM,1800,29.2,32,,51.488138,-0.30039
Orange,GLN0245,TQ1799078000,23,UMTS,2100,28.8,,65,51.488138,-0.30039
Orange,GLN0246,TQ2348069380,21,GSM,1800,29,32,,51.409487,-0.224357
Orange,GLN0246,TQ2348069380,21,UMTS,2100,29,,65,51.409487,-0.224357
Orange,GLN0247,TQ2650066140,45.1,GSM,1800,29.6,32,,51.3797,-0.182108
Orange,GLN0248,TQ2610080660,35,GSM,1800,27.8,32,,51.510296,-0.182678
Orange,GLN0248,TQ2610080660,35,UMTS,2100,26.7,,65,51.510296,-0.182678
Orange,GLN0249,TQ1449080010,45,GSM,1800,29.5,32,,51.506926,-0.350131
Orange,GLN0249,TQ1449080010,45,UMTS,2100,27.3,,65,51.506926,-0.350131
Orange,GLN0251,TQ2922081910,28.1,GSM,1800,31.7,32,,51.520826,-0.137281
Orange,GLN0251,TQ2922081910,28.1,UMTS,2100,29.6,,65,51.520826,-0.137281
Orange,GLN0252,TQ2524082040,12.4,GSM,1800,30.5,32,,51.522891,-0.194575
Orange,GLN0252,TQ2524082040,12.4,UMTS,2100,30.8,,65,51.522891,-0.194575
Orange,GLN0253,TQ1787088070,18.4,GSM,1800,29.5,32,,51.578678,-0.298746
Orange,GLN0253,TQ1787088070,18.4,UMTS,2100,27.2,,65,51.578678,-0.298746
Orange,GLN0254,TQ1502085560,14.7,GSM,1800,28.1,32,,51.556705,-0.340684
Orange,GLN0254,TQ1502085560,14.7,UMTS,2100,28.6,,65,51.556705,-0.340684
Orange,GLN0255,TQ1811082790,44,GSM,1800,30.4,32,,51.531168,-0.297058
Orange,GLN0255,TQ1811082790,44,UMTS,2100,29.4,,65,51.531168,-0.297058
Orange,GLN0257,TQ2715082730,37.2,GSM,1800,28.8,32,,51.528665,-0.166807
Orange,GLN0257,TQ2715082730,37.2,UMTS,2100,29.2,,65,51.528665,-0.166807
Orange,GLN0259,TQ2373074000,23.1,GSM,1800,27.5,32,,51.450959,-0.21915
Orange,GLN0259,TQ2373074000,23.1,UMTS,2100,29.3,,65,51.450959,-0.21915
Orange,GLN0262,TQ2644083200,41,GSM,1800,30.8,32,,51.533049,-0.176869
Orange,GLN0262,TQ2644083200,41,UMTS,2100,31.1,,65,51.533049,-0.176869
Orange,GLN0265,TQ3395078950,38,GSM,1800,28.6,32,,51.493121,-0.070263
Orange,GLN0265,TQ3395078950,38,UMTS,2100,28.4,,65,51.493121,-0.070263
Orange,GLN0266,TQ3470077400,59,GSM,1800,29.6,32,,51.479012,-0.060056
Orange,GLN0266,TQ3470077400,59,UMTS,2100,29.3,,65,51.479012,-0.060056
Orange,GLN0267,TQ2955094070,20.4,GSM,1800,31.7,32,,51.630039,-0.128041
Orange,GLN0267,TQ2955094070,20.4,UMTS,2100,30.2,,65,51.630039,-0.128041
Orange,GLN0269,TQ2846081700,23,GSM,1800,29.7,32,,51.519111,-0.148306
Orange,GLN0269,TQ2846081700,23,UMTS,2100,29.9,,65,51.519111,-0.148306
Orange,GLN0270,TQ4998091500,14,GSM,1800,28.1,32,,51.60187,0.165855
Orange,GLN0270,TQ4998091500,14,UMTS,2100,27.9,,65,51.60187,0.165855
Orange,GLN0271,TQ4342088440,48,GSM,1800,31.2,32,,51.57608,0.06994
Orange,GLN0271,TQ4342088440,48,UMTS,2100,29.7,,65,51.57608,0.06994
Orange,GLN0272,TQ4815088100,28,GSM,1800,31.4,32,,51.571802,0.138013
Orange,GLN0272,TQ4815088100,28,UMTS,2100,29.9,,65,51.571802,0.138013
Orange,GLN0273,TQ2787081040,35,GSM,1800,28.5,32,,51.513313,-0.157046
Orange,GLN0273,TQ2787081040,35,UMTS,2100,28.5,,65,51.513313,-0.157046
Orange,GLN0277,TQ4155076050,14,GSM,1800,27.1,32,,51.465207,0.037991
Orange,GLN0277,TQ4155076050,14,UMTS,2100,28.2,,65,51.465207,0.037991
Orange,GLN0278,TQ3027082020,47.9,GSM,1800,31.7,32,,51.521573,-0.122113
Orange,GLN0278,TQ3027082020,47.9,UMTS,2100,30.1,,65,51.521573,-0.122113
Orange,GLN0279,TQ4925075170,24,GSM,1800,29.9,32,,51.455321,0.1484
Orange,GLN0279,TQ4925075170,24,UMTS,2100,30.4,,65,51.455321,0.1484
Orange,GLN0281,TQ3046081060,27.2,GSM,1800,31,32,,51.512901,-0.119731
Orange,GLN0281,TQ3046081060,27.2,UMTS,2100,30,,65,51.512901,-0.119731
Orange,GLN0282,TQ3820066400,15,GSM,1800,27.5,32,,51.379309,-0.013973
Orange,GLN0282,TQ3820066400,15,UMTS,2100,28.6,,65,51.379309,-0.013973
Orange,GLN0283,TQ4650066100,45,GSM,1800,29.7,32,,51.374531,0.105095
Orange,GLN0283,TQ4650066100,45,UMTS,2100,29.5,,65,51.374531,0.105095
Orange,GLN0287,TQ2756082380,32,GSM,1800,29.4,32,,51.525427,-0.161026
Orange,GLN0287,TQ2756082380,32,UMTS,2100,30.7,,65,51.525427,-0.161026
Orange,GLN0289,TQ2393082520,20,GSM,1800,29.6,32,,51.527494,-0.213281
Orange,GLN0289,TQ2393082520,20,UMTS,2100,27.3,,65,51.527494,-0.213281
Orange,GLN0290,TQ2978080830,24.4,GSM,1800,31.4,32,,51.51099,-0.12961
Orange,GLN0290,TQ2978080830,24.4,UMTS,2100,29.8,,65,51.51099,-0.12961
Orange,GLN0291,TQ2997079200,24.5,UMTS,2100,27.4,,65,51.496297,-0.127475
Orange,GLN0292,TQ2934078870,17.2,GSM,1800,29.4,32,,51.493475,-0.136667
Orange,GLN0292,TQ2934078870,17.2,UMTS,2100,29.9,,65,51.493475,-0.136667
Orange,GLN0293,TQ2942079200,41,GSM,1800,31.5,32,,51.496423,-0.135394
Orange,GLN0293,TQ2942079200,41,UMTS,2100,29.9,,65,51.496423,-0.135394
Orange,GLN0294,TQ3555098300,45,GSM,1800,31.2,32,,51.66664,-0.039756
Orange,GLN0294,TQ3555098300,45,UMTS,2100,30.2,,65,51.66664,-0.039756
Orange,GLN0295,TQ2808079210,32.2,GSM,1800,29.9,32,,51.496818,-0.154685
Orange,GLN0295,TQ2808079210,32.2,UMTS,2100,28.3,,65,51.496818,-0.154685
Orange,GLN0296,TQ3298059290,34,GSM,1800,27.4,32,,51.316653,-0.0916
Orange,GLN0296,TQ3298059290,17,UMTS,2100,28.1,,65,51.316653,-0.0916
Orange,GLN0297,TQ2514079280,20.5,GSM,1800,30.4,32,,51.498106,-0.196996
Orange,GLN0297,TQ2514079280,20.5,UMTS,2100,28.1,,65,51.498106,-0.196996
Orange,GLN0299,TQ4660062600,16,GSM,1800,28.5,32,,51.343052,0.105088
Orange,GLN0299,TQ4660062600,16,UMTS,2100,29,,65,51.343052,0.105088
Orange,GLN0300,TQ3910062400,21,GSM,1800,28.3,32,,51.34314,-0.002613
Orange,GLN0300,TQ3910062400,21,UMTS,2100,29.4,,65,51.34314,-0.002613
Orange,GLN0301,TQ2679079190,40.6,GSM,1800,28.8,32,,51.496929,-0.173268
Orange,GLN0301,TQ2679079190,40.6,UMTS,2100,27,,65,51.496929,-0.173268
Orange,GLN0303,TQ3235065200,53,GSM,1800,31.5,32,,51.369918,-0.098438
Orange,GLN0303,TQ3235065200,53,UMTS,2100,30.5,,65,51.369918,-0.098438
Orange,GLN0304,TQ3210068250,22,GSM,1800,28.2,32,,51.397388,-0.100893
Orange,GLN0304,TQ3210068250,22,UMTS,2100,28.5,,65,51.397388,-0.100893
Orange,GLN0305,TQ1812074900,23,GSM,1800,29.6,32,,51.460247,-0.299555
Orange,GLN0305,TQ1812074900,23,UMTS,2100,29.4,,65,51.460247,-0.299555
Orange,GLN0307,TQ2123078600,19.3,GSM,1800,30.2,32,,51.492846,-0.253536
Orange,GLN0307,TQ2123078600,19.3,UMTS,2100,26.2,,65,51.492846,-0.253536
Orange,GLN0309,TQ1055073150,46,GSM,1800,29,32,,51.446045,-0.409032
Orange,GLN0309,TQ1055073150,46,UMTS,2100,29.3,,65,51.446045,-0.409032
Orange,GLN0311,TQ5035078600,38,GSM,1800,29.3,32,,51.485852,0.165682
Orange,GLN0311,TQ5035078600,38,UMTS,2100,26.9,,65,51.485852,0.165682
Orange,GLN0312,TQ5400074000,27,GSM,1800,30.6,32,,51.443535,0.216211
Orange,GLN0312,TQ5400074000,27,UMTS,2100,30.4,,65,51.443535,0.216211
Orange,GLN0313,TQ2468080610,23.7,GSM,1800,31.4,32,,51.510162,-0.20315
Orange,GLN0313,TQ2468080610,23.7,UMTS,2100,29.9,,65,51.510162,-0.20315
Orange,GLN0314,TQ2580064100,20,GSM,1800,28.5,32,,51.36152,-0.192884
Orange,GLN0314,TQ2580064100,20,UMTS,2100,28.3,,65,51.36152,-0.192884
Orange,GLN0315,TQ2996079610,40,GSM,1800,29.8,32,,51.499984,-0.127467
Orange,GLN0315,TQ2996079610,40,UMTS,2100,29.2,,65,51.499984,-0.127467
Orange,GLN0316,TQ4380076450,21.5,GSM,1800,25.4,32,,51.468234,0.070526
Orange,GLN0316,TQ4380076450,21.5,UMTS,2100,27.5,,65,51.468234,0.070526
Orange,GLN0317,TQ3010082700,47,GSM,1800,28.7,32,,51.527724,-0.124311
Orange,GLN0318,TQ2404079940,36.3,GSM,1800,29.3,32,,51.504281,-0.212604
Orange,GLN0318,TQ2404079940,36.3,UMTS,2100,29.8,,65,51.504281,-0.212604
Orange,GLN0320,TQ2830084450,37.8,GSM,1800,29.7,32,,51.543864,-0.149609
Orange,GLN0320,TQ2830084450,37.8,UMTS,2100,25.8,,65,51.543864,-0.149609
Orange,GLN0321,TQ3480086250,46.5,GSM,1800,31.1,32,,51.558526,-0.055231
Orange,GLN0321,TQ3480086250,46.5,UMTS,2100,29.9,,65,51.558526,-0.055231
Orange,GLN0322,TQ1711092310,17.7,GSM,1800,28.5,32,,51.616947,-0.308295
Orange,GLN0322,TQ1711092310,17.7,UMTS,2100,29.6,,65,51.616947,-0.308295
Orange,GLN0323,TQ1535088300,21,GSM,1800,31.2,32,,51.581266,-0.335026
Orange,GLN0323,TQ1535088300,21,UMTS,2100,30.2,,65,51.581266,-0.335026
Orange,GLN0326,TQ2341089110,37,GSM,1800,31.4,32,,51.586839,-0.218461
Orange,GLN0326,TQ2341089110,37,UMTS,2100,29.9,,65,51.586839,-0.218461
Orange,GLN0327,TQ1118089950,25,GSM,1800,29.3,32,,51.596936,-0.394667
Orange,GLN0327,TQ1118089950,25,UMTS,2100,27,,65,51.596936,-0.394667
Orange,GLN0330,TQ3170086900,34,GSM,1800,29.7,32,,51.5651,-0.099684
Orange,GLN0330,TQ3170086900,34,UMTS,2100,28,,65,51.5651,-0.099684
Orange,GLN0331,TQ2881079070,34.5,GSM,1800,30.9,32,,51.495394,-0.144225
Orange,GLN0331,TQ2881079070,34.5,UMTS,2100,29.3,,65,51.495394,-0.144225
Orange,GLN0332,TQ2697095750,32,GSM,1800,28.3,32,,51.645727,-0.16469
Orange,GLN0332,TQ2697095750,32,UMTS,2100,28.1,,65,51.645727,-0.16469
Orange,GLN0333,TQ3400094450,38,GSM,1800,29.5,32,,51.632412,-0.063633
Orange,GLN0333,TQ3400094450,38,UMTS,2100,29.3,,65,51.632412,-0.063633
Orange,GLN0334,TQ3915086830,15,GSM,1800,28.7,32,,51.562682,0.007716
Orange,GLN0334,TQ3915086830,15,UMTS,2100,29,,65,51.562682,0.007716
Orange,GLN0335,TQ4005089300,17.6,GSM,1800,23.4,32,,51.584656,0.021678
Orange,GLN0335,TQ4005089300,17.6,UMTS,2100,25.1,,65,51.584656,0.021678
Orange,GLN0336,TQ3665083350,22,GSM,1800,28.6,32,,51.532018,-0.029684
Orange,GLN0337,TQ4380086600,45,GSM,1800,29.6,32,,51.559448,0.074667
Orange,GLN0337,TQ4380086600,45,UMTS,2100,28.6,,65,51.559448,0.074667
Orange,GLN0338,TQ5395087400,21,GSM,1800,29.6,32,,51.563958,0.221342
Orange,GLN0338,TQ5395087400,21,UMTS,2100,29.4,,65,51.563958,0.221342
Orange,GLN0339,TQ2575074600,35.2,GSM,1800,29.2,32,,51.455906,-0.189878
Orange,GLN0339,TQ2575074600,35.2,UMTS,2100,29.9,,65,51.455906,-0.189878
Orange,GLN0340,TQ3635077860,22,GSM,1800,28,32,,51.482751,-0.03613
Orange,GLN0340,TQ3635077860,22,UMTS,2100,28.7,,65,51.482751,-0.03613
Orange,GLN0341,TQ3990074950,31,GSM,1800,28,32,,51.455732,0.013816
Orange,GLN0341,TQ3990074950,31,UMTS,2100,27.2,,65,51.455732,0.013816
Orange,GLN0342,TQ4350079250,54,GSM,1800,31.4,32,,51.493473,0.067348
Orange,GLN0342,TQ4350079250,54,UMTS,2100,30.4,,65,51.493473,0.067348
Orange,GLN0343,TQ4620076100,13,GSM,1800,28.9,32,,51.464474,0.104913
Orange,GLN0343,TQ4620076100,13,UMTS,2100,28.1,,65,51.464474,0.104913
Orange,GLN0344,TQ3760073600,35,GSM,1800,27.7,32,,51.444163,-0.019796
Orange,GLN0344,TQ3760073600,35,UMTS,2100,28.7,,65,51.444163,-0.019796
Orange,GLN0345,TQ3590089800,13.2,GSM,1800,27.2,32,,51.590166,-0.037997
Orange,GLN0345,TQ3590089800,13.2,UMTS,2100,28.3,,65,51.590166,-0.037997
Orange,GLN0346,TQ3395074150,28,GSM,1800,28.8,32,,51.449981,-0.072082
Orange,GLN0346,TQ3395074150,28,UMTS,2100,29.3,,65,51.449981,-0.072082
Orange,GLN0347,TQ2845072950,23,GSM,1800,29.3,32,,51.44047,-0.151633
Orange,GLN0347,TQ2845072950,23,UMTS,2100,29.9,,65,51.44047,-0.151633
Orange,GLN0348,TQ2470070700,30.8,GSM,1800,31.6,32,,51.421085,-0.206358
Orange,GLN0348,TQ2470070700,30.8,UMTS,2100,30.6,,65,51.421085,-0.206358
Orange,GLN0350,TQ3080069450,33,GSM,1800,29.4,32,,51.408475,-0.119129
Orange,GLN0350,TQ3080069450,33,UMTS,2100,29.2,,65,51.408475,-0.119129
Orange,GLN0351,TQ2235066050,20.5,GSM,1800,28.7,32,,51.379801,-0.241746
Orange,GLN0351,TQ2235066050,20.5,UMTS,2100,29,,65,51.379801,-0.241746
Orange,GLN0353,TQ2590073150,17,GSM,1800,28.8,32,,51.44284,-0.188236
Orange,GLN0353,TQ2590073150,17,UMTS,2100,28.6,,65,51.44284,-0.188236
Orange,GLN0354,TQ2135068600,58,GSM,1800,30.6,32,,51.402936,-0.255238
Orange,GLN0354,TQ2135068600,58,UMTS,2100,29.2,,65,51.402936,-0.255238
Orange,GLN0355,TQ1215072450,23,GSM,1800,29.7,32,,51.439438,-0.386238
Orange,GLN0355,TQ1215072450,23,UMTS,2100,29.9,,65,51.439438,-0.386238
Orange,GLN0356,TQ1790069450,30.6,GSM,1800,30.7,32,,51.411304,-0.304536
Orange,GLN0356,TQ1790069450,30.6,UMTS,2100,29.7,,65,51.411304,-0.304536
Orange,GLN0357,TQ1235077700,21,GSM,1800,30.4,32,,51.486591,-0.381692
Orange,GLN0357,TQ1235077700,21,UMTS,2100,29.9,,65,51.486591,-0.381692
Orange,GLN0358,TQ1650075900,35,GSM,1800,31.2,32,,51.469571,-0.322536
Orange,GLN0358,TQ1650075900,35,UMTS,2100,29.7,,65,51.469571,-0.322536
Orange,GLN0359,TQ3740069650,24,GSM,1800,27,32,,51.408712,-0.024204
Orange,GLN0359,TQ3740069650,24,UMTS,2100,28.7,,65,51.408712,-0.024204
Orange,GLN0360,TQ4557082840,18,GSM,1800,27.4,32,,51.525205,0.09863
Orange,GLN0360,TQ4557082840,18,UMTS,2100,28.2,,65,51.525205,0.09863
Orange,GLN0361,TQ2440075800,34.1,GSM,1800,29.5,32,,51.466991,-0.208878
Orange,GLN0362,TQ3600095700,64.7,GSM,1800,31.2,32,,51.643166,-0.034264
Orange,GLN0362,TQ3600095700,64.7,UMTS,2100,30.2,,65,51.643166,-0.034264
Orange,GLN0363,TQ5174074520,11.6,GSM,1800,28,32,,51.448818,0.183936
Orange,GLN0363,TQ5174074520,11.6,UMTS,2100,29.1,,65,51.448818,0.183936
Orange,GLN0364,TQ3080067100,18.5,GSM,1800,26.8,32,,51.387354,-0.119995
Orange,GLN0364,TQ3080067100,18.5,UMTS,2100,29.1,,65,51.387354,-0.119995
Orange,GLN0365,TQ2860080450,31,GSM,1800,30.5,32,,51.507845,-0.146746
Orange,GLN0365,TQ2860080450,31,UMTS,2100,30.3,,65,51.507845,-0.146746
Orange,GLN0366,TQ2830081250,44.1,GSM,1800,32,32,,51.515103,-0.150775
Orange,GLN0366,TQ2830081250,44.1,UMTS,2100,30.4,,65,51.515103,-0.150775
Orange,GLN0367,TQ2950082000,44,GSM,1800,30.3,32,,51.52157,-0.133214
Orange,GLN0367,TQ2950082000,44,UMTS,2100,29.9,,65,51.52157,-0.133214
Orange,GLN0368,TQ3120082300,35.4,GSM,1800,31.7,32,,51.523874,-0.10861
Orange,GLN0368,TQ3120082300,35.4,UMTS,2100,30.7,,65,51.523874,-0.10861
Orange,GLN0370,TQ3365081600,23,GSM,1800,30.4,32,,51.517008,-0.073577
Orange,GLN0370,TQ3365081600,23,UMTS,2100,30.1,,65,51.517008,-0.073577
Orange,GLN0371,TQ3382081910,33,GSM,1800,29.5,32,,51.519754,-0.071011
Orange,GLN0371,TQ3382081910,33,UMTS,2100,29.2,,65,51.519754,-0.071011
Orange,GLN0372,TQ2736078650,36.5,GSM,1800,30,32,,51.491948,-0.165255
Orange,GLN0372,TQ2736078650,36.5,UMTS,2100,29.9,,65,51.491948,-0.165255
Orange,GLN0374,TQ2660084550,27,GSM,1800,30.6,32,,51.545147,-0.174078
Orange,GLN0374,TQ2660084550,27,UMTS,2100,29.1,,65,51.545147,-0.174078
Orange,GLN0375,TQ2650086250,17.6,GSM,1800,17.2,32,,51.560449,-0.174908
Orange,GLN0376,TQ2188092210,16,GSM,1800,29.5,32,,51.615035,-0.239459
Orange,GLN0376,TQ2188092210,16,UMTS,2100,29.3,,65,51.615035,-0.239459
Orange,GLN0377,TQ2857089550,23.3,GSM,1800,31.1,32,,51.58964,-0.143851
Orange,GLN0377,TQ2857089550,23.3,UMTS,2100,30.1,,65,51.58964,-0.143851
Orange,GLN0378,TQ4165085350,27,GSM,1800,23.6,32,,51.548759,0.043166
Orange,GLN0379,TQ3390090300,20,GSM,1800,30.2,32,,51.595139,-0.066663
Orange,GLN0379,TQ3390090300,20,UMTS,2100,30.5,,65,51.595139,-0.066663
Orange,GLN0380,TQ2645094000,18,GSM,1800,30.3,32,,51.630115,-0.172835
Orange,GLN0380,TQ2645094000,18,UMTS,2100,29,,65,51.630115,-0.172835
Orange,GLN0381,TQ0682071580,17.7,GSM,1800,27.9,32,,51.432648,-0.463165
Orange,GLN0381,TQ0682071580,17.7,UMTS,2100,29,,65,51.432648,-0.463165
Orange,GLN0382,TQ0680081830,46,GSM,1800,28.9,32,,51.524792,-0.460353
Orange,GLN0382,TQ0680081830,46,UMTS,2100,29.4,,65,51.524792,-0.460353
Orange,GLN0383,TQ1305085640,26,GSM,1800,28.9,32,,51.557823,-0.369066
Orange,GLN0383,TQ1305085640,26,UMTS,2100,27.1,,65,51.557823,-0.369066
Orange,GLN0384,TQ0599082480,29,GSM,1800,28.5,32,,51.530788,-0.47183
Orange,GLN0384,TQ0599082480,29,UMTS,2100,29.5,,65,51.530788,-0.47183
Orange,GLN0385,TQ3337070690,20,GSM,1800,28.1,32,,51.419021,-0.081729
Orange,GLN0385,TQ3337070690,20,UMTS,2100,27.9,,65,51.419021,-0.081729
Orange,GLN0387,TQ3175082700,33.1,GSM,1800,30.6,32,,51.527341,-0.100536
Orange,GLN0387,TQ3175082700,33.1,UMTS,2100,29.9,,65,51.527341,-0.100536
Orange,GLN0388,TQ3975077400,25,GSM,1800,28.2,32,,51.477787,0.012627
Orange,GLN0388,TQ3975077400,25,UMTS,2100,29.3,,65,51.477787,0.012627
Orange,GLN0389,TQ3120088400,31,GSM,1800,30.6,32,,51.578698,-0.106334
Orange,GLN0390,TQ1900085550,52,GSM,1800,30.9,32,,51.555789,-0.283298
Orange,GLN0390,TQ1900085550,52,UMTS,2100,29.9,,65,51.555789,-0.283298
Orange,GLN0392,TQ3940094700,20.7,GSM,1800,30.5,32,,51.633346,0.014448
Orange,GLN0392,TQ3940094700,20.7,UMTS,2100,28.2,,65,51.633346,0.014448
Orange,GLN0393,TQ2960081300,29,GSM,1800,28.6,32,,51.515256,-0.13203
Orange,GLN0395,TQ3060079550,46.1,GSM,1800,30,32,,51.499297,-0.118273
Orange,GLN0395,TQ3060079550,46.1,UMTS,2100,29.2,,65,51.499297,-0.118273
Orange,GLN0396,TQ2070094850,14,GSM,1800,29.3,32,,51.639019,-0.255585
Orange,GLN0396,TQ2070094850,14,UMTS,2100,28.9,,65,51.639019,-0.255585
Orange,GLN0399,TQ2612076930,25,GSM,1800,30,32,,51.476766,-0.183723
Orange,GLN0399,TQ2612076930,25,UMTS,2100,29.2,,65,51.476766,-0.183723
Orange,GLN0411,TQ2912080810,25.2,GSM,1800,29.7,32,,51.510962,-0.139124
Orange,GLN0411,TQ2912080810,25.2,UMTS,2100,29.4,,65,51.510962,-0.139124
Orange,GLN0412,TQ2960081000,48,GSM,1800,31.4,32,,51.51256,-0.132141
Orange,GLN0412,TQ2960081000,48,UMTS,2100,29.3,,65,51.51256,-0.132141
Orange,GLN0421,TQ0933087300,16.5,GSM,1800,29.9,32,,51.573478,-0.422194
Orange,GLN0421,TQ0933087300,16.5,UMTS,2100,27.6,,65,51.573478,-0.422194
Orange,GLN0422,TQ3745087900,37,GSM,1800,29.8,32,,51.572715,-0.016378
Orange,GLN0422,TQ3745087900,37,UMTS,2100,27.7,,65,51.572715,-0.016378
Orange,GLN0426,TQ2970087650,42,GSM,1800,30.8,32,,51.572304,-0.128249
Orange,GLN0426,TQ2970087650,42,UMTS,2100,29.8,,65,51.572304,-0.128249
Orange,GLN0428,TQ4276081430,12,GSM,1800,29.8,32,,51.513252,0.057576
Orange,GLN0428,TQ4276081430,12,UMTS,2100,29.5,,65,51.513252,0.057576
Orange,GLN0429,TQ1794086610,30.9,GSM,1800,28.7,32,,51.56554,-0.298227
Orange,GLN0429,TQ1794086610,30.9,UMTS,2100,28.5,,65,51.56554,-0.298227
Orange,GLN0430,TQ1080085750,12,GSM,1800,28.9,32,,51.559258,-0.401477
Orange,GLN0430,TQ1080085750,12,UMTS,2100,27.1,,65,51.559258,-0.401477
Orange,GLN0431,TQ5258085680,11,UMTS,2100,25.8,,65,51.548874,0.200844
Orange,GLN0434,TQ3540094000,66.5,GSM,1800,31.3,32,,51.628032,-0.043589
Orange,GLN0434,TQ3540094000,66.5,UMTS,2100,30.3,,65,51.628032,-0.043589
Orange,GLN0435,TQ3390083130,18,GSM,1800,30.2,32,,51.5307,-0.069395
Orange,GLN0435,TQ3390083130,18,UMTS,2100,30.5,,65,51.5307,-0.069395
Orange,GLN0436,TQ3448082620,15.2,GSM,1800,25.6,32,,51.525978,-0.061232
Orange,GLN0436,TQ3448082620,15.2,UMTS,2100,25.9,,65,51.525978,-0.061232
Orange,GLN0437,TQ3865081640,17,GSM,1800,29.6,32,,51.516163,-0.001538
Orange,GLN0437,TQ3865081640,17,UMTS,2100,29.9,,65,51.516163,-0.001538
Orange,GLN0438,TQ3705080950,28,GSM,1800,28.5,32,,51.510352,-0.024854
Orange,GLN0438,TQ3705080950,28,UMTS,2100,29.9,,65,51.510352,-0.024854
Orange,GLN0439,TQ2160077930,24.6,GSM,1800,30.1,32,,51.486744,-0.248439
Orange,GLN0439,TQ2160077930,24.6,UMTS,2100,30.1,,65,51.486744,-0.248439
Orange,GLN0443,TQ2538070410,24,GSM,1800,31.4,32,,51.418328,-0.196685
Orange,GLN0443,TQ2538070410,24,UMTS,2100,30.4,,65,51.418328,-0.196685
Orange,GLN0444,TQ2585071740,17.5,GSM,1800,30.3,32,,51.430178,-0.189457
Orange,GLN0444,TQ2585071740,17.5,UMTS,2100,28.8,,65,51.430178,-0.189457
Orange,GLN0445,TQ2939081330,32,GSM,1800,30.1,32,,51.515574,-0.135044
Orange,GLN0445,TQ2939081330,32,UMTS,2100,28.3,,65,51.515574,-0.135044
Orange,GLN0446,TQ3120067940,20.6,GSM,1800,29.7,32,,51.394811,-0.113939
Orange,GLN0446,TQ3120067940,20.6,UMTS,2100,29.5,,65,51.394811,-0.113939
Orange,GLN0447,TQ2562078750,20.9,GSM,1800,29.4,32,,51.493236,-0.190273
Orange,GLN0447,TQ2562078750,20.9,UMTS,2100,29.9,,65,51.493236,-0.190273
Orange,GLN0448,TQ2575077430,36,GSM,1800,28,32,,51.481343,-0.188871
Orange,GLN0448,TQ2575077430,36,UMTS,2100,27.2,,65,51.481343,-0.188871
Orange,GLN0449,TQ3276081820,31,GSM,1800,31.6,32,,51.519196,-0.086315
Orange,GLN0449,TQ3276081820,31,UMTS,2100,30,,65,51.519196,-0.086315
Orange,GLN0450,TQ3485096440,37,GSM,1800,26.6,32,,51.650093,-0.050591
Orange,GLN0450,TQ3485096440,37,UMTS,2100,28.1,,65,51.650093,-0.050591
Orange,GLN0452,TQ1984078420,65,GSM,1800,29.5,32,,51.491524,-0.273612
Orange,GLN0452,TQ1984078420,65,UMTS,2100,29.5,,65,51.491524,-0.273612
Orange,GLN0455,TQ2622078750,34.2,GSM,1800,29.2,32,,51.493102,-0.181633
Orange,GLN0455,TQ2622078750,34.2,UMTS,2100,29.2,,65,51.493102,-0.181633
Orange,GLN0456,TQ2735079230,32,GSM,1800,28.2,32,,51.497163,-0.16519
Orange,GLN0456,TQ2735079230,32,UMTS,2100,25.8,,65,51.497163,-0.16519
Orange,GLN0458,TQ2911078890,38,GSM,1800,31.7,32,,51.493708,-0.139971
Orange,GLN0458,TQ2911078890,38,UMTS,2100,29.6,,65,51.493708,-0.139971
Orange,GLN0460,TQ3068081120,53.5,GSM,1800,30.7,32,,51.513389,-0.11654
